Max Iterations,Feature Set,Learning Rate,Type Set,MATCHES,MISMATCHES,TRUE POSITIVES,TRUE NEGATIVES,PREDICTED POSITIVES,PREDICTED NEGATIVES,ACTUAL POSITIVES,ACTUAL NEGATIVES,ACCURACY,PRECISION (POS),RECALL (POS),AVERAGE (POS),F-SCORE (POS),PRECISION (NEG),RECALL (NEG),AVERAGE (NEG),F-SCORE (NEG)
5000,4-GRAMS,0.5,Training,7846,0,3927,3919,3927,3919,3998,3848,1.0003645923793496,1.0,0.9822411205602801,0.9911205602801401,0.9910410094637224,1.0,1.0184511434511434,1.0092255717255716,1.009141238573452
5000,4-GRAMS,0.5,Test,1329,1296,49,1280,74,2551,1333,1292,0.03641777317394364,0.6621621621621622,0.03675918979744936,0.3494606759798058,0.06965174129353233,0.5017640141121129,0.9907120743034056,0.7462380442077592,0.6661462399167318
10,4-GRAMS,0.25,Training,7846,0,3927,3919,3927,3919,3998,3848,1.0003645923793496,1.0,0.9822411205602801,0.9911205602801401,0.9910410094637224,1.0,1.0184511434511434,1.0092255717255716,1.009141238573452
10,4-GRAMS,0.25,Test,1327,1298,49,1278,76,2549,1333,1292,0.03636087040335935,0.6447368421052632,0.03675918979744936,0.3407480159513563,0.06955287437899219,0.5013730874852883,0.9891640866873065,0.7452685870862974,0.665451705285082
100,4-GRAMS,0.25,Training,7846,0,3927,3919,3927,3919,3998,3848,1.0003645923793496,1.0,0.9822411205602801,0.9911205602801401,0.9910410094637224,1.0,1.0184511434511434,1.0092255717255716,1.009141238573452
100,4-GRAMS,0.25,Test,1327,1298,49,1278,76,2549,1333,1292,0.03636087040335935,0.6447368421052632,0.03675918979744936,0.3407480159513563,0.06955287437899219,0.5013730874852883,0.9891640866873065,0.7452685870862974,0.665451705285082
1000,4-GRAMS,0.25,Training,7846,0,3927,3919,3927,3919,3998,3848,1.0003645923793496,1.0,0.9822411205602801,0.9911205602801401,0.9910410094637224,1.0,1.0184511434511434,1.0092255717255716,1.009141238573452
1000,4-GRAMS,0.25,Test,1327,1298,49,1278,76,2549,1333,1292,0.03636087040335935,0.6447368421052632,0.03675918979744936,0.3407480159513563,0.06955287437899219,0.5013730874852883,0.9891640866873065,0.7452685870862974,0.665451705285082
5000,4-GRAMS,0.25,Training,7846,0,3927,3919,3927,3919,3998,3848,1.0003645923793496,1.0,0.9822411205602801,0.9911205602801401,0.9910410094637224,1.0,1.0184511434511434,1.0092255717255716,1.009141238573452
5000,4-GRAMS,0.25,Test,1327,1298,49,1278,76,2549,1333,1292,0.03636087040335935,0.6447368421052632,0.03675918979744936,0.3407480159513563,0.06955287437899219,0.5013730874852883,0.9891640866873065,0.7452685870862974,0.665451705285082
10,5-GRAMS,1,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
10,5-GRAMS,1,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
100,5-GRAMS,1,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
100,5-GRAMS,1,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
1000,5-GRAMS,1,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
1000,5-GRAMS,1,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
5000,5-GRAMS,1,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
5000,5-GRAMS,1,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
10,5-GRAMS,0.75,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
10,5-GRAMS,0.75,Test,1276,1281,9,1267,13,2544,1333,1224,0.006988879572834385,0.6923076923076923,0.006751687921980495,0.34952969011483637,0.01337295690936107,0.49803459119496857,1.0351307189542485,0.7665826550746085,0.6725053078556265
100,5-GRAMS,0.75,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
100,5-GRAMS,0.75,Test,1276,1281,9,1267,13,2544,1333,1224,0.006988879572834385,0.6923076923076923,0.006751687921980495,0.34952969011483637,0.01337295690936107,0.49803459119496857,1.0351307189542485,0.7665826550746085,0.6725053078556265
1000,5-GRAMS,0.75,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
1000,5-GRAMS,0.75,Test,1276,1281,9,1267,13,2544,1333,1224,0.006988879572834385,0.6923076923076923,0.006751687921980495,0.34952969011483637,0.01337295690936107,0.49803459119496857,1.0351307189542485,0.7665826550746085,0.6725053078556265
5000,5-GRAMS,0.75,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
5000,5-GRAMS,0.75,Test,1276,1281,9,1267,13,2544,1333,1224,0.006988879572834385,0.6923076923076923,0.006751687921980495,0.34952969011483637,0.01337295690936107,0.49803459119496857,1.0351307189542485,0.7665826550746085,0.6725053078556265
10,5-GRAMS,0.5,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
10,5-GRAMS,0.5,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
100,5-GRAMS,0.5,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
100,5-GRAMS,0.5,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
1000,5-GRAMS,0.5,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
1000,5-GRAMS,0.5,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
5000,5-GRAMS,0.5,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
5000,5-GRAMS,0.5,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
10,5-GRAMS,0.25,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
10,5-GRAMS,0.25,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
100,5-GRAMS,0.25,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
100,5-GRAMS,0.25,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
1000,5-GRAMS,0.25,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
1000,5-GRAMS,0.25,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
5000,5-GRAMS,0.25,Training,7658,0,3841,3817,3841,3817,3998,3660,1.0019420229240303,1.0,0.9607303651825913,0.9803651825912956,0.9799719351958158,1.0,1.042896174863388,1.021448087431694,1.0209977263608399
5000,5-GRAMS,0.25,Test,1277,1280,10,1267,14,2543,1333,1224,0.007765421747593762,0.7142857142857143,0.007501875468867217,0.3608937948772908,0.014847809948032665,0.4982304364923319,1.0351307189542485,0.7666805777232901,0.6726838332890895
10,6-GRAMS,1,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
10,6-GRAMS,1,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
100,6-GRAMS,1,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
100,6-GRAMS,1,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
1000,6-GRAMS,1,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
1000,6-GRAMS,1,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
5000,6-GRAMS,1,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
5000,6-GRAMS,1,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
10,6-GRAMS,0.75,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
10,6-GRAMS,0.75,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
100,6-GRAMS,0.75,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
100,6-GRAMS,0.75,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
1000,6-GRAMS,0.75,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
1000,6-GRAMS,0.75,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
5000,6-GRAMS,0.75,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
5000,6-GRAMS,0.75,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
10,6-GRAMS,0.5,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
10,6-GRAMS,0.5,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
100,6-GRAMS,0.5,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
100,6-GRAMS,0.5,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
1000,6-GRAMS,0.5,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
1000,6-GRAMS,0.5,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
5000,6-GRAMS,0.5,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
5000,6-GRAMS,0.5,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
10,6-GRAMS,0.25,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
10,6-GRAMS,0.25,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
100,6-GRAMS,0.25,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
100,6-GRAMS,0.25,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
1000,6-GRAMS,0.25,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
1000,6-GRAMS,0.25,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
5000,6-GRAMS,0.25,Training,7400,0,3717,3683,3717,3683,3998,3402,1.0065078835714154,1.0,0.9297148574287144,0.9648574287143572,0.9635774465327285,1.0,1.0825984714873604,1.04129923574368,1.0396612561750178
5000,6-GRAMS,0.25,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441
10,1to6-GRAMS,1,Training,4517,3479,519,3998,519,7477,3998,3998,0.12981490745372687,1.0,0.12981490745372687,0.5649074537268635,0.22979853885322116,0.5347064330613882,1.0,0.7673532165306941,0.6968191721132897
10,1to6-GRAMS,1,Test,1337,1329,7,1330,10,2656,1333,1333,0.00523949441974147,0.7,0.005251312828207052,0.3526256564141035,0.010424422933730455,0.5007530120481928,0.9977494373593399,0.7492512247037664,0.666833792930559
100,1to6-GRAMS,1,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,1to6-GRAMS,1,Test,1481,1185,166,1315,184,2482,1333,1333,0.1228495420929501,0.9021739130434783,0.1245311327831958,0.513352522913337,0.21885299934080424,0.5298146655922643,0.986496624156039,0.7581556448741517,0.6893840104849278
1000,1to6-GRAMS,1,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,1to6-GRAMS,1,Test,1481,1185,166,1315,184,2482,1333,1333,0.1228495420929501,0.9021739130434783,0.1245311327831958,0.513352522913337,0.21885299934080424,0.5298146655922643,0.986496624156039,0.7581556448741517,0.6893840104849278
5000,1to6-GRAMS,1,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5000,1to6-GRAMS,1,Test,1481,1185,166,1315,184,2482,1333,1333,0.1228495420929501,0.9021739130434783,0.1245311327831958,0.513352522913337,0.21885299934080424,0.5298146655922643,0.986496624156039,0.7581556448741517,0.6893840104849278
10,1to6-GRAMS,0.75,Training,4576,3420,578,3998,578,7418,3998,3998,0.14457228614307155,1.0,0.14457228614307155,0.5722861430715358,0.2526223776223776,0.5389592882178484,1.0,0.7694796441089242,0.7004204625087596
10,1to6-GRAMS,0.75,Test,1337,1329,7,1330,10,2656,1333,1333,0.00523949441974147,0.7,0.005251312828207052,0.3526256564141035,0.010424422933730455,0.5007530120481928,0.9977494373593399,0.7492512247037664,0.666833792930559
100,1to6-GRAMS,0.75,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,1to6-GRAMS,0.75,Test,1457,1209,143,1314,162,2504,1333,1333,0.10574774226189705,0.8827160493827161,0.1072768192048012,0.4949964342937586,0.19130434782608696,0.5247603833865815,0.9857464366091523,0.7552534099978669,0.6849100860046912
1000,1to6-GRAMS,0.75,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,1to6-GRAMS,0.75,Test,1457,1209,143,1314,162,2504,1333,1333,0.10574774226189705,0.8827160493827161,0.1072768192048012,0.4949964342937586,0.19130434782608696,0.5247603833865815,0.9857464366091523,0.7552534099978669,0.6849100860046912
5000,1to6-GRAMS,0.75,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5000,1to6-GRAMS,0.75,Test,1457,1209,143,1314,162,2504,1333,1333,0.10574774226189705,0.8827160493827161,0.1072768192048012,0.4949964342937586,0.19130434782608696,0.5247603833865815,0.9857464366091523,0.7552534099978669,0.6849100860046912
10,1to6-GRAMS,0.5,Training,4770,3226,772,3998,772,7224,3998,3998,0.19309654827413708,1.0,0.19309654827413708,0.5965482741370686,0.32368972746331237,0.5534330011074197,1.0,0.7767165005537098,0.7125289609695241
10,1to6-GRAMS,0.5,Test,1336,1330,7,1329,11,2655,1333,1333,0.005235554950252942,0.6363636363636364,0.005251312828207052,0.3208074745959217,0.010416666666666666,0.5005649717514125,0.9969992498124531,0.7487821107819328,0.6664994984954865
100,1to6-GRAMS,0.5,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,1to6-GRAMS,0.5,Test,1403,1263,78,1325,86,2580,1333,1333,0.05816345309132985,0.9069767441860465,0.058514628657164294,0.48274568642160537,0.10993657505285413,0.5135658914728682,0.9939984996249063,0.7537821955488873,0.677229746997189
1000,1to6-GRAMS,0.5,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,1to6-GRAMS,0.5,Test,1403,1263,78,1325,86,2580,1333,1333,0.05816345309132985,0.9069767441860465,0.058514628657164294,0.48274568642160537,0.10993657505285413,0.5135658914728682,0.9939984996249063,0.7537821955488873,0.677229746997189
5000,1to6-GRAMS,0.5,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5000,1to6-GRAMS,0.5,Test,1403,1263,78,1325,86,2580,1333,1333,0.05816345309132985,0.9069767441860465,0.058514628657164294,0.48274568642160537,0.10993657505285413,0.5135658914728682,0.9939984996249063,0.7537821955488873,0.677229746997189
10,1to6-GRAMS,0.25,Training,4997,2999,999,3998,999,6997,3998,3998,0.24987493746873438,1.0,0.24987493746873438,0.6249374687343672,0.39983990394236546,0.5713877376018294,1.0,0.7856938688009147,0.7272396543883584
10,1to6-GRAMS,0.25,Test,1338,1328,8,1330,11,2655,1333,1333,0.00598799362256168,0.7272727272727273,0.006001500375093774,0.3666371138239105,0.011904761904761906,0.5009416195856874,0.9977494373593399,0.7493455284725137,0.667001003009027
100,1to6-GRAMS,0.25,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,1to6-GRAMS,0.25,Test,1370,1296,44,1326,51,2615,1333,1333,0.03283491540552055,0.8627450980392157,0.033008252063015754,0.4478766750511157,0.06358381502890173,0.5070745697896749,0.994748687171793,0.750911628480734,0.6717325227963524
1000,1to6-GRAMS,0.25,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,1to6-GRAMS,0.25,Test,1370,1296,44,1326,51,2615,1333,1333,0.03283491540552055,0.8627450980392157,0.033008252063015754,0.4478766750511157,0.06358381502890173,0.5070745697896749,0.994748687171793,0.750911628480734,0.6717325227963524
5000,1to6-GRAMS,0.25,Training,7996,0,3998,3998,3998,3998,3998,3998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5000,1to6-GRAMS,0.25,Test,1370,1296,44,1326,51,2615,1333,1333,0.03283491540552055,0.8627450980392157,0.033008252063015754,0.4478766750511157,0.06358381502890173,0.5070745697896749,0.994748687171793,0.750911628480734,0.6717325227963524
